
p=1
0.0043105000	  	0.0058610000		0.0052888333			0.0078610000
0.0074773333		0.0086006667		0.0108076667			0.0170348333
0.0143295000		0.0165685000		0.0162666667			0.0326661667
0.0306308333		0.0327563333		0.0378321667			0.0702976667
0.0574591667		0.0797303333		0.0821545000			0.1491546667
0.1305628333		0.1562808333		0.1562440000			0.3302436667
0.2561970000		0.2843170000		0.2928348333			0.6406540000
0.5226193333		0.5973205000		0.6041708333			1.3217818333
1.1072748333		1.4539873333		1.4407991667			2.7831556667

p=2

0.0028715	0.0049811667	0.0040123333	0.0076365
0.0057025	0.0077985	0.008032	0.0158865
0.0112793333	0.0199555	0.0201795   	0.0356765
0.0232883333	0.032106	0.030462	0.073286
0.0476641667	0.0802851667	0.0640043333	0.1485815
0.100405	0.1486716667	0.1264193333	0.3088836667
0.1992448333	0.3145365	0.2968488333	0.6434491667
0.4084108333	0.6528471667	0.587657	1.3432665
0.8572641667	1.4068595	1.2548016667	2.7792848333

P=3

0.0050578333	0.0059973333	0.0042848333	0.0076108333
0.0068661667	0.009807	0.0062995	0.0156258333
0.0138461667	0.0216506667	0.0148778333	0.0338655
0.0277671667	0.0380316667	0.0311788333	0.0734351667
0.0503561667	0.0711948333	0.0550726667	0.1447116667
0.0992755	0.1512741667	0.1138763333	0.304679
0.2060878333	0.3160771667	0.217095	0.6337388333
0.4508665	0.689656	0.4677051667	1.3232571667
0.923198	1.454437	1.0784961667	2.7553693333

P=4

0.0067916667	0.008267	0.0042843333	0.0074035
0.006449	0.0122913333	0.0068885	0.0156135
0.025649	0.0170891667	0.0122158333	0.0330796667
0.0361283333	0.0391446667	0.021005	0.0685211667
0.053017	0.0812225	0.0418811667	0.1450685
0.1141751667	0.1473656667	0.0916966667	0.3040015
0.2773281667	0.3052748333	0.1912855	0.6332495
0.5761243333	0.6450413333	0.3863481667	1.3220721667
1.160772	1.3325608333	0.781291	2.754092


  P=5

  0.0190275	0.0108016667	0.0049025	0.0080961667
  0.0396141667	0.012552	0.0063501667	0.0157396667
  0.0377011667	0.0263528333	0.0110105	0.03298
  0.0673171667	0.0402736667	0.0198696667	0.0696945
  0.0901515	0.0773863333	0.040533	0.1472265
  0.2362906667	0.1494836667	0.083117	0.3159671667
  0.4411515	0.3138685	0.1735275	0.6356791667
  0.9507265	0.5858765	0.3565878333	1.3239615
  2.308904	1.385112	0.7748963333	2.8495236667

  P=6
  0.0511516667	0.0173308333	0.0277461667	0.0098421667
  0.1240715	0.0272243333	0.045784	0.0171901667
  0.1411065	0.0361068333	0.0142028333	0.0391828333
  0.187605	0.0491423333	0.0225805	0.0759041667
  0.3147836667	0.103158	0.0489058333	0.1586338333
  0.5304023333	0.1588626667	0.097476	0.3232356667
  0.9844636667	0.3447636667	0.1945933333	0.6789731667
  2.3104993333	0.730284	0.4107636667	1.4087538333
  3.5660738333	1.2825826667	0.7096655	2.7971585

	P=7

  0.0026918333	0.0042445	0.0049743333	0.0077695
  0.0050933333	0.0085851667	0.0070801667	0.016093
  0.0098625	0.0198823333	0.011673	0.0330343333
  0.0203456667	0.0415361667	0.0212105	0.0689625
  0.0412303333	0.0760495	0.0380766667	0.1441971667
  0.0864295	0.163659	0.0809683333	0.3027086667
  0.1768891667	0.3007141667	0.164258	0.6335023333
  0.3658705	0.6218918333	0.3270106667	1.3219356667
  0.7524136667	1.3888515	0.660338	2.7653255

  P=8
  0.0028116667	0.0059136667	0.0050478333	0.0075501667
  0.0049123333	0.0099876667	0.0067626667	0.0157641667
  0.0101831667	0.0213238333	0.0119005	0.0331696667
  0.0203945	0.042176	0.0217483333	0.0687228333
  0.0419213333	0.0767615	0.0392848333	0.1444048333
  0.0842528333	0.1664211667	0.0781593333	0.3025406667
  0.1806873333	0.2931966667	0.1651576667	0.6341055
  0.3693056667	0.5786071667	0.3330733333	1.3286766667
  0.7579028333	1.3439631667	0.6698125	2.759706
			
